name,address1,address2,address3,borough_name,website,os_addressbase_uprn,borough_code,ward_2022_name,ward_2022_code,latitude,longitude,easting,northing
World's End,21-23 Stroud Green Rd,Finsbury Park,21-23 Stroud Green,Haringey,https://www.worldsendfinsburypark.com/,10007028978,E09000014,Stroud Green,E05013600,51.56646486986097,-0.10677057641653871,531316.3234999999,186985.53940000013
Black Heart (The),3 Greenland Place,Camden,,Camden,https://www.ourblackheart.com/,,E09000007,Camden Town,E05013655,51.539111999813834,-0.1418149997362104,528964.8526999997,183881.52329999954
Dublin Castle (The),94 Parkway,,,Camden,https://thedublincastle.com/,5037821,E09000007,Camden Town,E05013655,51.53694039964954,-0.14399190615493018,528820.0212000003,183636.20749999955
Powerhaus (Dingwalls),Middle Yard,Camden Town,,Camden,http://dingwalls.com/,5084282,E09000007,Camden Town,E05013655,51.5409419897245,-0.1439588792805761,528811.0176999997,184081.24750000052
Dome (The),2a Dartmouth Park Hill,,,Islington,https://www.dometufnellpark.co.uk,5300027158,E09000019,Junction,E05013707,51.55700427979451,-0.13714432699452558,529238.0571999997,185879.40499999933
Fiddlers Elbow (The),1 Malden Rd,Belsize Park,,Camden,https://www.thefiddlerselbow.co.uk/,5051822,E09000007,Haverstock,E05013660,51.545563119884335,-0.14955484887748405,528409.9698000001,184585.29609999992
Olivers Jazz Bar,9 Nevada Street,Greenwich,9 Nevada Street,Greenwich,www.oliversjazzbar.co.uk,10010246216,E09000011,Greenwich Park,E05014081,51.479127969622155,-0.006384296122457172,538538.1783999996,177458.65049999952
New Cross Inn,323 New Cross Road; New Cross; London SE14 6AS; Un,Lewisham,323 New Cross Road,Lewisham,www.newcrossinn.com,100000000000,E09000023,Deptford,E05013719,51.47577299984636,-0.03707899932204135,536416.8348000003,177027.9737999998
Off The Cuff,"Arch 645, 301-303 Railton Rd, Herne Hill SE24 0JN",Lambeth,301-303 Railton Ro,Lambeth,www.offthecuffbar.com,100000000000,E09000022,Herne Hill & Loughborough Junction,E05014104,51.45298399934849,-0.10212700006673808,531965.4022000004,174374.69239999913
Bedford (The) ,77 Bedford Hill,Balham,,Wandsworth,https://thebedford.com/,100000000000,E09000032,Balham,E05014009,51.44216165958794,-0.14769367270515224,528829.9637000002,173090.17170000076
Half Moon Putney,93 Lower Richmond Rd,Putney,,Wandsworth,https://www.halfmoon.co.uk/,121002857,E09000032,Thamesfield,E05014022,51.46677791912159,-0.21853397118713733,523840.49430000037,175705.49799999967
White Lion Sw16,232 Streatham High Road,Lambeth,,Lambeth,www.whitelionsw16.co.uk,100000000000,E09000022,Streatham St Leonard's,E05014115,51.430106179791366,-0.12819690950230006,530219.1172000002,171784.04480000027
Electric Brixton,Town Hall Parade; Brixton; London SW2 1RJ; United ,Brixton,,Lambeth,https://www.electricbrixton.uk.com/,,E09000022,Brixton Acre Lane,E05014095,51.459841999296295,-0.11686800030717957,530921.6270000003,175110.8571000006
Pizza Express (The Pheasantry),"The Pheasantry, 152/154 King's Road",,,Kensington and Chelsea,www.pizzaexpresslive.com/venues/chelsea-the-pheasantry,217047024,E09000020,Royal Hospital,E05009403,51.488571429056215,-0.1638782283054186,527575.9265999999,178222.7089000009
Troubadour,263-267 Old Brompton Rd,,,Kensington and Chelsea,https://www.troubadourlondon.com/,217114565,E09000020,Redcliffe,E05009402,51.48832092959887,-0.18999180427802637,525763.7315999996,178149.71319999918
Nell's Jazz & Blues,3 North End Crescent,Hammersmith And Fulham,3 North End Cresce,Hammersmith and Fulham,https://nells.co.uk/,34151679,E09000013,Avonmore,E05013734,51.49172770903121,-0.2056756840702969,524665.6097999997,178501.75310000032
Pizza Express (Jazz Club Soho),10 Dean Street,City Of Westminster,,Westminster,www.pizzaexpresslive.com/venues/soho-jazz-club,,E09000033,West End,E05013808,51.51511999947257,-0.13330000054689264,529623.4298,181228.61700000055
Ronnie Scotts,47 Frith Street,City Of Westminster,47 Frith Street,Westminster,https://www.ronniescotts.co.uk/,10033534558,E09000033,West End,E05013808,51.51289598964429,-0.13010894818370827,529851.1551000001,180986.95659999922
Boston Room (The) At George Iv,185 Chiswick High Rd,,,Hounslow,https://www.georgeiv.co.uk,100000000000,E09000018,Chiswick Homefields,E05013610,51.49171526942618,-0.25550959437336834,521206.23309999984,178416.77869999968
Phoenix Arts Club,1 Phoenix Street,,,Camden,https://www.phoenixartsclub.com,5169960,E09000007,Holborn & Covent Garden,E05013662,51.51396931959198,-0.12748486452866764,530030.1736000003,181110.96690000035
The Magic Garden,231 Battersea Park Road,Wandsworth,231 Battersea Park,Wandsworth,http://www.magicgardenpub.com/,10024085883,E09000032,Battersea Park,E05014010,51.47469999980097,-0.14920891501684783,528633.2836999996,176705.81980000064
Old Street Records,"350-354 Old Street, London, EC1V 9NQ, United Kingd",,,Hackney,https://www.oldstreetrecords.com/,,E09000012,Hoxton East & Shoreditch,E05009377,51.52678699990143,-0.08064800021786526,533242.4944000002,182620.5081999991
Bermondsey Social Club,"Arch 19 Almond Road, Bermondsey, London, SE16 3LR",Bermondsey,,Southwark,https://www.bermondseysocialclub.co.uk/,,E09000028,South Bermondsey,E05011116,51.49172199935401,-0.0595669994189716,534808.1946999999,178759.84029999934
Venn Street Records,"78 Vemm Street, Clapham, London, SW4 0BD",,,Lambeth,https://www.vennstreetrecords.com,,E09000022,Clapham Town,E05014102,51.46252499927524,-0.13803000000193918,529443.9896999998,175371.61849999987
Masons Arms,665 Harrow Road; Kensal Green; London NW10 5NU; Un,,,Brent,www.themasonsarmsnw10.co.uk,202001640,E09000005,Queens Park,E05013507,51.53003199955487,-0.22729899942006118,523061.3141999999,182724.7148000002
Pickle Factory,13-14 The Oval,,13-14 The Oval,Tower Hamlets,www.ovalspace.co.uk,0,E09000030,St Peter's,E05009331,51.532097669876904,-0.0577047947003537,534818.2320999997,183253.12099999934
Earth Hackney,11-17 Stoke Newington Rd,,11-17 Stoke Newing,Hackney,https://www.earthackney.co.uk,,E09000012,Shacklewell,E05009382,51.551103999602326,-0.0752909996333303,533542.9298999999,185334.40819999948
Map Studio Cafe,46 Grafton Road; London NW5 3DU; United Kingdom,,,Camden,http://www.mapmusic.net,5029686,E09000007,Kentish Town South,E05013664,51.54772099937944,-0.14504399931892037,528716.6487999996,184833.17490000091
Alchemy,28-30 St. Georges Walk,Croydon,,Croydon,N/A,,E09000008,Fairfield,E05011468,51.372930999586124,-0.09812900057648566,532474.2191000003,165479.96890000068
Slim Jim's Liquor Store,112 Upper St,,112 Upper St,Islington,www.slimjimsliquorstore.com,0,E09000019,St Mary's & St James',E05013710,51.53749999970682,-0.10128059054528162,531780.4034000002,183774.44180000015
Space 289 (Formerly Redon),289 Cambridge Heath Rd,,,Tower Hamlets,https://www.space289.com/,,E09000030,St Peter's,E05009331,51.53211399914905,-0.05722999950799593,534851.1135,183255.8125
Paper Dress Vintage,"352A Mare Street, Hackney E8 1HR",,352 Mare Street,Hackney,www.paperdressvintage.co.uk,,E09000012,Hackney Central,E05009372,51.547291999321324,-0.05463900023247195,534985.9446999999,184948.42420000024
Kansas Smitty's (Looking For A New Home),63-65 Broadway Market,,,Hackney,https://www.kansassmittys.com,0,E09000012,London Fields,E05009381,51.5368171390732,-0.05980619812738141,534658.5620999997,183774.07499999925
Eastcheap Records,"20 Eastcheap, London, EC3M 1EB, United Kingdom",,,City of London,https://www.eastcheaprecords.com,,E09000001,Billingsgate,E05009291,51.51050199984579,-0.08377399949721417,533073.1086999997,180803.90430000052
Colours,2-4 Hoxton Square,,,Hackney,https://colourshoxton.com/,10091942715,E09000012,Hoxton East & Shoreditch,E05009377,51.526995619204705,-0.08042267474475691,533257.5148999998,182644.11739999987
Boston Music Room,2a Dartmouth Park Hill,,,Islington,https://www.bostonmusicroom.co.uk/,5300053516,E09000019,Tufnell Park,E05013713,51.55680174956014,-0.13684962360753616,529259.0596000003,185857.40350000001
Jam In A Jar,"599A Green Lanes, Harringay, London N8 0RE, United",Harringay,,Haringey,https://www.jaminajar.co.uk,,E09000014,Harringay,E05013590,51.584471999353674,-0.10042100034305321,531704.3937999997,188999.42769999988
Hampstead Jazz Club,23-25 New End,Hampstead,,Camden,https://www.hampsteadjazzclub.com,5082763,E09000007,Hampstead Town,E05013659,51.55839547946449,-0.17588461644857806,526548.7655999996,185966.45219999924
Fox And Firkin (The),316 Lewisham High Street,,,Lewisham,https://foxfirkin.com/,100000000000,E09000023,Ladywell,E05013725,51.45646491913831,-0.012813853563665623,538160.1396000003,174926.39970000088
Sound Lounge (The),216-220 High St,Sutton,,Sutton,https://www.thesoundlounge.org.uk/,,E09000029,Sutton Central,E05013765,51.366024869613604,-0.19265066933709168,525914.4982000003,164545.70419999957
The Guitar Social - King's Cross,,,,Islington,,,E09000019,Caledonian,E05013700,51.53179592972867,-0.12066566149267821,530452.3839999996,183105.4254999999
The Lower Third (formerly 12 Bar Club),26 Denmark Place; Soho; London WC2H 8NL; United Ki,,,Camden,http://www.12barclub.com,5300047855,E09000007,Holborn & Covent Garden,E05013662,51.51559699951312,-0.1292479994923388,529903.2106999997,181288.83819999918
HERE London,"141 Charing Cross Rd, London, W1 4DG",,,Camden,https://hereldn.com,,E09000007,Holborn & Covent Garden,E05013662,51.51570642923029,-0.12997299626791298,529852.5981000001,181299.72140000015
Colours Hoxton,2-4 Hoxton Square London,,2-4 Hoxton Square ,Hackney,www.hoxtonsquarebar.com,10091942715,E09000012,Hoxton East & Shoreditch,E05009377,51.526995619204705,-0.08042267474475691,533257.5148999998,182644.11739999987
Gigis Hoxton Underbelly,11 Hoxton Square,,,Hackney,https://www.gigishoxton.com,,E09000012,Hoxton East & Shoreditch,E05009377,51.527790003023426,-0.08159003150614162,533174.2257000003,182730.32840000093
Piano Works West End (Formerly Studio 88),47 Whitcomb Street,,,Islington,https://pianoworks.bar/venues/tpw-west-end/,,E09000019,Clerkenwell,E05013702,51.52303000458546,-0.1081100383605479,531348.4199000001,182153.08850000054
Blues Kitchen Shoreditch (The),134-146 Curtain Road,,,Hackney,https://www.theblueskitchen.com/shoreditch/,,E09000012,Hoxton East & Shoreditch,E05009377,51.526290020128606,-0.07999001173345587,533289.5859000003,182566.44189999998
Effra Hall Tavern,38 Kellet Road London,,,Lambeth,https://theeffra.com/,,E09000022,Brixton Windrush,E05014098,51.45982999323671,-0.1139200389604443,531126.4477000004,175114.7932999991
Blues Kitchen Brixton (The),40 Ace Lane,Brixton,,Lambeth,https://theblueskitchen.com/brixton/,,E09000022,Brixton Acre Lane,E05014095,51.46036999754472,-0.1203799704082884,530676.1541999998,175163.30169999972
606 Club (The),90 Lots Road,,,Kensington and Chelsea,https://www.606club.co.uk,,E09000020,Chelsea Riverside,E05009391,51.47861999982599,-0.18110996117735814,526407.1262999997,177086.22729999945
Aces & Eights,156-158 Fortess Road,Tufnell Park,,Camden,http://www.acesandeightssaloonbar.com/,,E09000007,Kentish Town North,E05013663,51.55623001077011,-0.13880004217069167,529125.4767000005,185790.3839999996
Stanley Arts (Formerly Stanley Halls),12 S Norwood Hill,,,Croydon,https://stanleyarts.org/,,E09000008,South Norwood,E05011485,51.4002399841611,-0.0757099596496185,533954.8344,168557.46990000084
Nightjar,129 City Road,,,Hackney,https://www.barnightjar.com,,E09000012,Hoxton West,E05009378,51.526690004241885,-0.08773002782111955,532751.5395999998,182596.8479999993
Engine Rooms (The),Unit 30 Bow Triangle Business Centre,,,Tower Hamlets,https://www.engineroomsstudios.com,,E09000030,Bromley North,E05009321,51.52419001803052,-0.023140003549125533,537239.2691000002,182437.9514000006
Jago Dalston (The),440 Kingsland Rd,Dalston,,Hackney,https://www.thejagodalston.com,,E09000012,London Fields,E05009381,51.54156000353241,-0.07615998356264492,533510.5835999995,184271.49870000035
Devonshire Arms (The Dev),33 Kentish Town Road,Camden,,Camden,https://www.thedevnw1.co.uk/,,E09000007,Camden Town,E05013655,51.54103999044288,-0.14275998838406548,528893.8761999998,184094.25469999947
Camden Chapel (The),"Top Floor, The London Irish Centre",50-52 Camden Square,,Camden,N/A,,E09000007,Camden Square,E05013654,51.543580000247744,-0.1321500074783839,529622.3919000002,184395.43400000036
Fiddler (The),229 Kilburn High Road,,,Brent,https://www.thefiddlerlive.com,,E09000005,Kilburn,E05013503,51.542230011338525,-0.19846997232248403,525027.4918999998,184129.9991999995
Trinity,378-380 Station Rd,Harrow,,Harrow,http://www.trinity-bar.com/,,E09000015,Greenhill,E05013546,51.57963999504354,-0.3338999854723349,515541.7176000001,188067.7452000007
Mycenae House,90 Mycenae Road,Blackheath,,Greenwich,https://www.mycenaehouse.co.uk,,E09000011,Blackheath Westcombe,E05014073,51.480249986432135,0.017039989996042077,540161.2778000003,177627.94889999926
Music Room London,116-118 New Cross Road,,,Lewisham,https://www.musicroomlondon.com,,E09000023,Telegraph Hill,E05013732,51.47605999820307,-0.0480400405024353,535654.8294000002,177039.52690000087
Tola Peckham,Peckham High Street,,,Southwark,https://www.tolapeckham.com,,E09000028,Rye Lane,E05011113,51.47330997928204,-0.07083001489248641,534080.3005999997,176691.75620000064
Aaja Music (Formerly Aaja Deptford),"Arch 2, Deptford Market Yard",,,Lewisham,https://www.aajamusic.com/,,E09000023,Deptford,E05013719,51.47816000059563,-0.026090014933902755,537172.7654999997,177313.9319000002
Piano Bar Soho,16 Carlisle Street,,,Westminster,https://www.pianobarsoho.com,,E09000033,West End,E05013808,51.514909994770484,-0.1338600000026912,529585.1715000002,181204.27339999937
Queen's Head (The),144 Stockwell Road,,,Lambeth,https://www.queensheadbrixton.co.uk,,E09000022,Brixton North,E05014096,51.467169984152136,-0.11776003965971885,530838.7209000001,175924.13690000027
Bach Club,A08a Riverside,Bendon Valley,,Wandsworth,https://bach.club/,,E09000032,Wandle,E05014026,51.446580006677735,-0.19290002980640322,525676.3271000003,173503.0792999994
The Guitar Social - Hackney,3 Mare Street,Hackney,3 Mare Street,Hackney,Contact Us - The Guitar Social,,E09000012,London Fields,E05009381,51.534899994056154,-0.05725996655559251,534840.8038999997,183565.5714999996
Cavendish Arms (The),128 Hartington Rd,Stockwell,,Lambeth,https://www.thecavendisharmsstockwell.co.uk/,,E09000022,Stockwell West & Larkhall,E05014111,51.47646999905061,-0.1274699720911971,530137.8888015932,176941.02584083652
Karamel N22,4 Coburg Road,London,,Haringey,,,E09000014,,,51.59495014808304,-0.11158054769205271,530901.1954799958,190144.5975257577
